,company_name,company_type,company_subtype
3229,Bahía 17-B S.A.,B2BC,Food
3230,F5 Marketing Ltd.,B2BC,Computer Services
3231,EMOCIONES Y ANUNCIOS PUBLICITARIOS S.A.,B2BC,Entertainment Services
3232,Globaquia Inc.,B2BC,Dealer
3233,Aphinex Inc.,B2BC,Dealer
3234,Andumstone Ltd.,B2BC,Dealer
3235,VITEK INTERNATIONAL LTD,B2B,Wholesale  Dealer
3236,FORTON COMMERCE LTD,B2B,Wholesale  Dealer
3237,ARADER CONSULTING LTD,B2BC,Contractor
3238,WELLFORD INDUSTRIES LTD,B2BC,Contractor
3239,CHATTON COMMERCIAL INC.,B2BC,Food
3240,RALPH SELECT LTD.,B2BC,Contractor
3241,FORFAR COMMERCE INCORPORATED,B2BC,Dealer
3242,"North-East Capital, Inc.",B2BC,Financial Services
3243,"North-East Project, Inc.",B2BC,Contractor
3244,FAMS POOL SERVICE,B2BC,Repair/ Service/Maintenance
3245,TRANSPORTES TARANTULA,B2BC,Moving/Transfer Service
3246,NICE & EASY CLEANING SERVICES N.V.,B2B,Janitorial Services
3247,PHYSIOTHERAPY PRACTICE CARLOS MURILLO P.P.C.M.,B2C,Health and Beauty
3248,BOTICA ARCO IRIS V.O.F.,B2C,Health and Beauty
3249,BOTICA ARCO IRIS N.V.,B2C,Health and Beauty
3250,PHYSIOTHERAPY PRACTICE CARLOS MURILLO N.V. - PHYSIOTHERAPY PRACTICE CARLOS MURILLO N.V.,B2C,Health and Beauty
3251,ARUBA ENT CENTER N.V.,B2BC,Instruction
3252,LEMONS HOLDING INTERNATIONAL SCC,B2B,Wholesale  Dealer
3253,FIRSTCARIBBEAN INTERNATIONAL FINANCE CORPORATION (BARBADOS) LIMITED,B2BC,Financial Services
3254,MULTITECH INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
3255,NASHPORT INVESTMENTS LIMITED,B2BC,Residential/Commercial
3256,"Lily Pond Currency Master Fund, Ltd.",B2BC,Financial Services
3257,"Lily Pond Master Fund, Ltd.",B2BC,Financial Services
3258,"Lily Pond Investors, Ltd.",B2BC,Financial Services
3259,MURVIEL TRADING INC.,B2B,Wholesale  Dealer
3260,TECHNOLOGY SERVICES GROUP CORPORATION,B2BC,Computer Services
3261,ROUNDTREE DEVELOPMENTS CORP.,B2BC,Contractor
3262,KINZY BUSINESS S.A,B2BC,Dealer
3263,EXCALIBUR OVERSEAS GROUP CORP.,B2BC,Referral Services
3264,Roberts and Rose Holding Company Ltd,B2BC,Residential/Commercial
3265,"REAL ESTATE GROUP, INC.",B2BC,Real Estate Dealer
3266,"BUILDINGS AND REAL ESTATE, INC.",B2BC,Real Estate Dealer
3267,"LATIN REAL ESTATE, INC.",B2BC,Real Estate Dealer
3268,CENTRA INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
3269,APRILTON INC.,B2BC,Dealer
3270,PENDALE CONSULTING INC.,B2BC,Computer Services
3271,Blue Key Limited,B2BC,Contractor
3272,MGA OIL INTL. CORPORATION,B2B,Wholesale  Dealer
3273,SCOTTSDALE INVESTMENTS GROUP LTD.,B2BC,Residential/Commercial
3274,ESPRIT MARITIME LIMITED,B2BC,Dealer
3275,Aguilar Construction Employee Benefit Trust,PUB,Community Association
3276,Torrinsfield Ltd.,B2BC,Residential/Commercial
3277,ONDINA INVESTMENT LTD.,B2BC,Residential/Commercial
3278,Graham International Fund Ltd.,B2BC,Financial Services
3279,"Ocean State International, Inc",B2B,Wholesale  Dealer
3280,Kot Insurance Company Ltd.,B2BC,Financial Services
3281,INVESCO Pacific Partner Ltd.,B2BC,Financial Services
3282,INVESCO Global Asset Management (Bermuda) Ltd.,B2BC,Financial Services
3283,INVESCO Asset Management (Bermuda) Ltd.,B2BC,Financial Services
3284,Vitamins Direct (Bermuda) Limited,B2BC,Food
3285,DURAMARCA,B2BC,Dealer
3286,J.C. CONSTRUCCION,B2BC,Contractor
3287,ALLEGRO PALM BEACH VBA,B2BC,Food
3288,"DISTRIBUIDORA ""DE LOS ANDES""",B2BC,Food
3289,CREATTICA ADVERTISEMENT SERVICES,B2BC,Dealer
3290,LAS VIRTUDES,B2BC,Residential/Commercial
3291,TUS MIL CREACIONES BEAUTYSALON,B2C,Health and Beauty
3292,AGUILAR CONSTRUCTION,B2BC,Contractor
3293,AGUILAR & SWAN LTD.,B2BC,Residential/Commercial
3294,LEAR INVESTMENTS LIMITED,B2BC,Residential/Commercial
3295,VITAMIN PET FOODS LIMITED,B2BC,Dealer
3296,ROSEWOOD SHIPPING CORPORATION,B2BC,Moving/Transfer Service
3297,HERITAGE HOMES LIMITED,B2BC,Contractor
3298,AH&A GLOBAL SRL,B2BC,Referral Services
3299,CORAL VESSELS GROUP LTD.,B2BC,Contractor
3300,HURACAN SHIPPING CORPORATION,B2BC,Moving/Transfer Service
3301,TIFON SHIPPING CORPORATION,B2BC,Moving/Transfer Service
3302,"NORTHSTAR SHIPPING, LTD.",B2BC,Moving/Transfer Service
3303,GIW HOLDINGS C.V.,B2BC,Residential/Commercial
3304,Zca Ventures Inc.,B2BC,Contractor
3305,GENOA INVESTING LTD.,B2BC,Financial Services
3306,CROATSRULE LIMITED,B2BC,Dealer
3307,ING CARDON LTD,B2BC,Financial Services
3308,EQUIPO INVESTMENTS LIMITED,B2BC,Residential/Commercial
3309,CAREGIVER & MANPOWER INTERNATIONAL SERVICES (MALTA) LIMITED,B2BC,Employment Agency
3310,NUCLEOTEC HOLDING LIMITED,B2BC,Dealer
3311,RED PARK LTD.,B2BC,Residential/Commercial
3312,JOSPORT INVESTMENTS LIMITED,B2BC,Residential/Commercial
3313,DEFORD OVERSEAS LIMITED,B2BC,Referral Services
3314,FERVIEW HOLDINGS CORP.,B2BC,Residential/Commercial
3315,ELMA OVERSEAS LIMITED,B2B,Wholesale  Dealer
3316,SIEVER VOLK INDUSTRIES Limited,B2B,Wholesale  Dealer
3317,GREEN DRAGON INTERNATIONAL CORPORATION,B2B,Wholesale  Dealer
3318,PERSING ENTERPRISES SOCIEDAD ANONIMA,PUB,Community Association
3319,ADLON CONSULTANTS INC.,B2BC,Computer Services
3320,LENNOX GROUP CORP.,B2BC,Contractor
3321,VITA INTERNATIONAL CORP.,B2B,Wholesale  Dealer
3322,ROSSENVILLE CAPITAL LTD.,B2BC,Financial Services
3323,Diamond Re Ltd.,B2B,Wholesale  Dealer
3324,JECA PROJECTS,B2BC,Contractor
3325,PANADERIA Y PASTELERIA RIKO PAN,B2C,Health and Beauty
3326,GERARDO'S HAIR COLOR,B2C,Health and Beauty
3327,GOURMET EXPRESS,B2BC,Food
3328,FUN WORLD EVENTS & ENTERTAINMENT,B2BC,Entertainment Services
3329,ART & BEAUTY CLINIC,B2C,Health and Beauty
3330,ORSIDE HOTEL RENOVATIONS VOF,B2BC,Contractor
3331,ABNA/ACADEMIA BALLET NATIONAL ARUBA,B2BC,Instruction
3332,BALLET FOLKLORICO NATIONAL DI ARUBA N.V.,PUB,Community Association
3333,STICHTING FUNDACION INSTITUTO ARISTI,PUB,Community Association
3334,ARUBAGRICOLA,B2BC,Dealer
3335,AMARANTO ARUBA,B2BC,Residential/Commercial
3336,PACHAMAMA ARUBA,B2BC,Food
3337,DESA INDUSTRIES LTD.,B2BC,Contractor
3338,KENNERDALE ENTERPRISES LTD.,B2BC,Residential/Commercial
3339,LUXDAN LIMITED,B2BC,Contractor
3340,SABLEWOOD OVERSEAS LIMITED,B2B,Wholesale  Dealer
3341,WEDERTE INVESTMENTS LIMITED,B2BC,Residential/Commercial
3342,"FIGUEROLA, S.A.",B2BC,Dealer
3343,GOAL REACH TRADING LTD.,B2B,Wholesale  Dealer
3344,DOBBY SKY LIMITED,B2BC,Dealer
3345,SOLID INVESTMENTS N.V.,B2BC,Financial Services
3346,STABLE INVESTMENTS N.V.,B2BC,Financial Services
3347,JIPSY DEVELOPMENTS YACHTING LIMITED,B2BC,Dealer
3348,DAYCO CONSTRUCTION A.V.V.,B2BC,Contractor
3349,ISAR HOLDINGS LLC,B2BC,Residential/Commercial
3350,INVERSEIS U.N.I SOCIEDAD ANONIMA,PUB,Community Association
3351,KINGSGATE COMMERCIAL INC.,B2BC,Residential/Commercial
3352,GLOBOTECH DISPLAYS CORP.,B2BC,Dealer
3353,THE SNACK HUT,B2BC,Food
3354,LE GARAGE FASHION & BEAUTY,B2C,Health and Beauty
3355,LE GARAGE BEAUTY SALON NR. 2,B2C,Health and Beauty
3356,ORAL-PLUS DENTAL CLINIC ARUBA VBA,B2C,Health and Beauty
3357,IGUANA SOUVENIR'S,B2BC,Dealer
3358,NEW AGE HOLDING LIMITED,B2BC,Residential/Commercial
3359,SILBELL MANAGEMENT LTD.,B2BC,Residential/Commercial
3360,PICSS. PORT AND INDUSTRIAL COMPANIES SERVICE SOLUTION LIMITED,B2BC,Repair/ Service/Maintenance
3361,INFIGROUP Ltd.,B2BC,Computer Services
3362,European Lex Ltd.,B2BC,Auto
3363,CFG CAPITAL NETWORK INC.,B2BC,Financial Services
3364,WEBNET MEDIA CORPORATION LTD.,B2BC,Computer Services
3365,INTER-EUROPEAN BUSINESS LTD.,B2B,Wholesale  Dealer
3366,Chelsea Insurance Company Ltd.,B2BC,Residential/Commercial
3367,BRILLOS MARIMAR,B2BC,Contractor
3368,MIRA BEAUTY SALON,B2C,Health and Beauty
3369,CARIBBEAN INTEGRAL COMMUNICATIONS,B2BC,Instruction
3370,ORGANIZACION EDUCAR OFRA N.V.,B2BC,Instruction
3371,PRINCESS FASHION ACCESSORY V.O.F.,B2BC,Dealer
3372,V-MART CONVENIENCE STORE,B2BC,Food
3373,"SABROSURAS VALLUNAS, CON TODO",B2BC,Food
3374,THE GAME PRO'S,B2BC,Entertainment Services
3375,X-TREME GRAPHICS N.V.,B2BC,Computer Services
3376,OTAL SHAPES AND SPA,B2C,Health and Beauty
3377,FLOREZ ENTERPRISES,B2BC,Dealer
3378,H. FLOREZ ENTERPRISES VBA,B2BC,Dealer
3379,JEDAL EDICIONES EDUCATIVAS,B2BC,Referral Services
3380,JEDAL EDICIONES EDUCATIVAS,B2BC,Referral Services
3381,JEDAL EDICIONES EDUCATIVAS,B2BC,Referral Services
3382,"MERIDIANO CONSTRUCCION, REMODELACION, CONTRACTOR Y CLEANER",B2B,Janitorial Services
3383,STASH BARBERIA,B2C,Health and Beauty
3384,ARMANDO HEAVY EQUIPMENT,B2B,Wholesale  Dealer
3385,DELTRO GENERASOL LTD.,B2B,Wholesale  Dealer
3386,MAJOR INTERNATIONAL LTD.,B2B,Wholesale  Dealer
3387,ROCKLAND MANAGEMENT LIMITED,B2BC,Contractor
3388,BOTAFOGO LTD.,B2BC,Residential/Commercial
3389,Rushdie Investments Corp.,B2BC,Residential/Commercial
3390,LORBE Ltd.,B2BC,Dealer
3391,Latin American Marketing Strategies Ltd.,B2BC,Computer Services
3392,Mizuno Holdings S.A.,B2BC,Contractor
3393,Marketing Development Ltd.,B2BC,Contractor
3394,Research & Development Group Ltd.,B2BC,Contractor
3395,BOTAFOGO LTD.,B2BC,Residential/Commercial
3396,"P2international, Ltd.",B2BC,Contractor
3397,LOS CAFETEROS RESTAURANT VBA,B2BC,Food
3398,B,B2BC,Dealer
3399,VENARUBA CONSTRUCTION,B2BC,Contractor
3400,ERMOLO ENTERPRISES N.V. - VENE DUSHI GROCERIES,B2BC,Food
3401,ERMOLO ENTERPRISES N.V. - LA MAFIA PIZZA & PASTA,B2BC,Food
3402,SLIJP & HYDROLISCHE SERVICES ARUBA,B2BC,Plumber and/or Gas Contractor
3403,STICHTING FUNDACION VENERABLE JOSE GREGORIO HERNANDEZ,B2BC,Residential/Commercial
3404,BALBOA HOLDINGS INC.,B2BC,Residential/Commercial
3405,NUTREX INC,B2BC,Food
3406,LAS LOMAS LIMITED,B2BC,Residential/Commercial
3407,BP and Sons S.A.,B2BC,Contractor
3408,STICHTING KIDNEYS297,B2BC,Food
3409,JANE PROMO MARKETING,B2BC,Computer Services
3410,BROUWER FASHION LTD,B2BC,Dealer
3411,PINTO BASTO HOLDING LIMITED,B2BC,Residential/Commercial
3412,PINTO BASTO INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
3413,PINTO BASTO LIMITED,B2BC,Contractor
3414,CLEARWATER PROPERTIES LTD,B2BC,Residential/Commercial
3415,ARTWORKS SERVICES LTD,B2BC,Contractor
3416,Agro Atlantic Ltd,B2B,Wholesale  Dealer
3417,GAIA ENERGY LTD,B2BC,Electrical Contractor
3418,Laguna International Limited,B2B,Wholesale  Dealer
3419,BPBB INTERNATIONAL SERVICES LIMITED,B2BC,Referral Services
3420,BPBB SERVICES LIMITED,B2BC,Contractor
3421,NEXT INVESTMENTS INTERNATIONAL LIMITED,B2BC,Residential/Commercial
3422,NEXT INVESTMENTS LIMITED,B2BC,Residential/Commercial
3423,AU BON' HEUR DE PAINS LIMITED,B2BC,Food
3424,REIMA LIMITED,B2BC,Contractor
3425,IMT ENTERPRISE CORPORATION,B2BC,Contractor
3426,REINAR SERVICES LIMITED,B2BC,Contractor
3427,FASHION 4 ALL V.O.F.,B2BC,Dealer
3428,SWISS PORT ENTERPRISES LIMITED,B2B,Wholesale  Dealer
3429,VERONA PORT ALLY CORP.,B2B,Wholesale  Dealer
3430,KING FLYING ADVISORS LTD.,B2BC,Travel Agent
3431,SOUTH HOTELS DEVELOPMENTS INCORPORATED,B2BC,Contractor
3432,OFFICE MANAGEMENT 1234 CORP.,B2BC,Financial Services
3433,CARIBBEAN PORT ADMINISTRATORS LTD,B2BC,Referral Services
3434,BRIDGES AND ROADS INTERNATIONAL LIMITED,B2BC,Contractor
3435,Puentes Infraestructuras Limited,B2BC,Contractor
3436,VERDANT DEVELOPMENT INCORPORATED,B2BC,Contractor
3437,THE MERCHANTS TEAM S.A.,B2BC,Dealer
3438,"Polaris Global Solutions, Inc.",B2BC,Computer Services
3439,ISA BOUTIQUE,B2BC,Dealer
3440,BOTANICA LUZ,B2BC,Dealer
3441,J.A. SERVICENTER,B2BC,Repair/ Service/Maintenance
3442,CARIBBEAN HUMAN RIGHTS NETWORK INC.,PUB,Community Association
3443,WORLDWIDE INTERCONSULT INC.,B2BC,Referral Services
3444,PI – Philanthropic Investments Ltd.,B2BC,Residential/Commercial
3445,ARUBA GASTRONOMIC ASSOCIATION,PUB,Community Association
3446,SAN DIEGO TRADING N.V.,B2B,Wholesale  Dealer
3447,ARTINSOFT CORPORATION S.A.,B2BC,Computer Services
3448,EPPERSON INTERNATIONAL INC.,B2B,Wholesale  Dealer
3449,WELLESLEY ASSETS CORP.,B2BC,Financial Services
3450,BACATA INVESTMENTS INC.,B2BC,Residential/Commercial
3451,ORNELLA TRADING S.A.,B2BC,Dealer
3452,Las Tablas S.A.,B2BC,Entertainment Services
3453,VANHOVE CAPITAL LIMITED,B2BC,Financial Services
3454,MONITOR EQUITIES LIMITED,B2BC,Computer Services
3455,"Barvika Shipping, INC.",B2BC,Moving/Transfer Service
3456,100 PERCENT C3 LTD.,B2BC,Contractor
3457,"Supply Forever, Ltd.",B2B,Wholesale  Dealer
3458,Universal Emerging Markets Ltd.,B2BC,Financial Services
3459,Alumina & Bauxite Company Ltd.,B2BC,Dealer
3460,LaneMond Commercial S.A.,B2BC,Food
3461,"Tameko Developments, Inc.",B2BC,Contractor
3462,RUSSKY ALUMINY LTD.,B2BC,Contractor
3463,SEAWELL LTD.,B2BC,Contractor
3464,MAXIMUM PUBLICITY,B2BC,Entertainment Services
3465,CLICK PRINT (CP) & MORE N.V.,B2BC,Printing Services
3466,MR J.S. CARRENTAL N.V.,B2BC,Contractor
3467,MR J.S. WATERSPORTS N.V.,B2BC,Entertainment Services
3468,MEGA PRINT,B2BC,Printing Services
3469,GERLUZ RENT A CAR EN BODY SHOP,B2BC,Dealer
3470,STICHTING MASIDURI,B2BC,Instruction
3471,DEACOJO INDUSTRIAL SERVICES N.V.,B2BC,Contractor
3472,TAKE AWAY & SNACK EL MANA,B2BC,Food
3473,PACIFIC TRADING,B2B,Wholesale  Dealer
3474,INTERVALUE,B2BC,Computer Services
3475,PACIFIC TRADING,B2B,Wholesale  Dealer
3476,AMERICAN CORPORATION N.V. - AMERICAN CORPORATION N.V.,B2B,Wholesale  Dealer
3477,AMERICAN CORPORATION N.V. - AMERICAN CORPORATION N.V.,B2B,Wholesale  Dealer
3478,"STICHTING ""ARUBA WASTE COOKING OIL (AWCOF) FOUNDATION",PUB,Community Association
3479,ABC INTERNATIONAL N.V.,B2BC,Referral Services
3480,EXPLORO CORPORATION AVV,B2BC,Dealer
3481,BRECKENRIDGE AVV,B2BC,Dealer
3482,CEDARRIDGE AVV,B2BC,Contractor
3483,SIMPSONBAY AVV,B2BC,Dealer
3484,EXPLORO MANAGEMENT SERVICES A.V.V.,B2BC,Contractor
3485,IRIS COLLECTION,B2BC,Dealer
3486,MAHARAJ INDIAN RESTAURANT,B2BC,Food
3487,MAHARAJ INDIAN RESTAURANT,B2BC,Food
3488,MEGA DELIVERY & MORE,B2BC,Moving/Transfer Service
3489,EMY'S REAL ESTATE & MORE,B2BC,Real Estate Dealer
3490,HOLDING ACTIVO LTD.,B2BC,Residential/Commercial
3491,INTERNATIONAL TECHNOLOGY SYSTEMS CORPORATION,B2BC,Computer Services
3492,GENERAL TRADEMARK CORPORATION,B2BC,Dealer
3493,DELOIBARVE CORP.,B2B,Wholesale  Dealer
3494,EUROPARTNERS INC.,B2BC,Instruction
3495,VALENCIA VENTURES HOLDINGS LTD.,B2BC,Residential/Commercial
3496,LOUNGE SYSTEM CORPORATION,B2BC,Dealer
3497,DALAI AMERICAS CORP.,B2B,Wholesale  Dealer
3498,SNOWBIRD INTERNATIONAL HOLDINGS LTD.,B2BC,Residential/Commercial
3499,HAMTRACK FINANCE LIMITED,B2BC,Financial Services
3500,FOXWELL HOLDINGS LIMITED,B2BC,Residential/Commercial
3501,EDENVALE OVERSEAS LIMITED,B2BC,Referral Services
3502,METAL CONSULTING LIMITED,B2BC,Contractor
3503,BICA ENTERPRISES LTD.,B2BC,Contractor
3504,CONSTRUCTORA SAN JOSE S.A.,B2BC,Contractor
3505,Ventanas Al Cielo S.A.,B2BC,Entertainment Services
3506,ORIEL ASSETS CORP.,B2BC,Financial Services
3507,HSH AIV 2 TRUST,B2BC,Residential/Commercial
3508,PLAYMEEDIA LIMITED,B2BC,Computer Services
3509,BARBADOS REAL ESTATE CORP.,B2BC,Real Estate Dealer
3510,PEBBLE INTERNATIONAL INC.,B2B,Wholesale  Dealer
3511,MILSER OVERSEAS S.A.,B2BC,Referral Services
3512,"govWorks Latin America, Ltd.",B2BC,Referral Services
3513,Ashoka Realty Management Ltd.,B2BC,Real Estate Dealer
3514,"Casas del Hobo, Ltd.",B2BC,Dealer
3515,ELSA LOTTERY 2,B2BC,Dealer
3516,FUNDACION AMI WATAPANA,B2BC,Residential/Commercial
3517,"AMERICAN CANDIES COMPANY, LTD.",B2BC,Food
3518,PARAISO TRAVEL ARUBA,B2BC,Travel Agent
3519,EUROPA FINANCIERA A.V.V.,B2BC,Financial Services
3520,MASTER DEGREE COMPANY,B2BC,Instruction
3521,UPEGUI N.V.,B2BC,Dealer
3522,X-CYCLES,B2BC,Dealer
3523,RUTHWELL INC.,B2BC,Residential/Commercial
3524,BALTHAZAR HOLDINGS S.A.,B2BC,Contractor
3525,TINMARK INDUSTRIES INC.,B2B,Wholesale  Dealer
3526,BEVERLEY SOLUTIONS INC.,B2BC,Contractor
3527,HIGHPOINT CORP.,B2BC,Contractor
3528,GLENVILLE INVESTMENTS GLOBAL INC.,B2BC,Residential/Commercial
3529,CHELVEY CAPITAL S.A.,B2BC,Financial Services
3530,ROYSTON OVERSEAS BUSINESS CORP.,B2BC,Referral Services
3531,One Evergreen Ltd,B2BC,Residential/Commercial
3532,THE BEAVICO STAR TRUST,B2BC,Residential/Commercial
3533,PHYSICAL MANAGEMENT AGENCY N.V.,B2C,Personal Services
3534,YUMALF FASHION,B2BC,Dealer
3535,IDEAS FLOWERSHOP & DECORATION,B2BC,Dealer
3536,MICLAB CHEMICAL & CLEANER,B2BC,Plumber and/or Gas Contractor
3537,MICLAB CHEMICAL & SERVICES,B2BC,Contractor
3538,TRIMLINE DESIGN N.V.,B2BC,Dealer
3539,KATIRE MAINTENANCE SERVICES,B2B,Janitorial Services
3540,EXCELLENT BEAUTY SALON,B2C,Health and Beauty
3541,EXCELLENT BEAUTY SALON,B2C,Health and Beauty
3542,EXCELLENT BEAUTY SALON,B2C,Health and Beauty
3543,GERSON CONSTRUCTION,B2BC,Contractor
3544,EXCELLENT BEAUTY SALON Y ESTETICA,B2C,Health and Beauty
3545,EXCELLENT BEAUTY SALON Y ESTETICA,B2C,Health and Beauty
3546,GERSON CARPENTER & MAINTENANCE SHOP,B2BC,Contractor
3547,SPLENDOR HOME RENTAL,B2BC,Dealer
3548,GERSON CARPENTER & MAINTENANCE SHOP,B2BC,Contractor
3549,SPLENDOR BOUTIQUE,B2BC,Dealer
3550,FRUTXI TAKE AWAY AND DELI PLACE,B2BC,Food
3551,NL CONSTRUCTION AND RENOVATING,B2BC,Contractor
3552,NEW IMPORTS,B2B,Wholesale  Dealer
3553,EMI FASHION,B2BC,Dealer
3554,FRUTERIA LA ESTACION,B2BC,Food
3555,EL JARD,B2BC,Food
3556,NIASKA SNACK,B2BC,Food
3557,DISTRIBUIDORA JASMIN,B2C,Health and Beauty
3558,NEW METAL EL PROFESIONAL,B2BC,Dealer
3559,LA CARRETA,B2BC,Food
3560,IDEAS BEAUTY SALON & IDEAS FLOWERSHOP,B2BC,Dealer
3561,IDEAS FLOWERSHOP,B2BC,Dealer
3562,REPRESENTACIONES BAGNOLET INC.,B2BC,Dealer
3563,SAINT HONORE CORP,B2BC,Dealer
3564,RONMAR (HOLDINGS) LIMITED,B2BC,Residential/Commercial
3565,TFO INVEST INC.,B2BC,Financial Services
3566,PETREO LIMITED,B2BC,Dealer
3567,BENATH COMPANY LTD.,B2BC,Contractor
3568,BURDOCK GLOBAL CORP.,B2B,Wholesale  Dealer
3569,XTR Business S.A.,B2BC,Dealer
3570,PERINTON FINANCIAL CORPORATION.,B2BC,Financial Services
3571,Wade Partners Ltd,B2BC,Financial Services
3572,Flower Enterprises Ltd.,B2BC,Dealer
3573,NORTH STAR POOL SERVICES,B2BC,Contractor
3574,LAURA BOUTIQUE,B2BC,Dealer
3575,JOHN CONSTRUCTION N.V.,B2BC,Contractor
3576,KIM BOUW BEDRIJF,B2C,Health and Beauty
3577,MAR-CALL & CONSTRUCTION,B2BC,Contractor
3578,KIMBERLYN SHAKE & SNACKS,B2BC,Food
3579,J.B. BEAUTY SALON & SPA,B2C,Health and Beauty
3580,EDUVEST SRL,B2BC,Referral Services
3581,MICRO INSURANCE CATASTROPHE RISK ORGANISATION SCC,PUB,Community Association
3582,Brick Investments Ltd.,B2BC,Residential/Commercial
3583,S&K Aviation Ltd.,B2BC,Dealer
3584,MED FINANCE INTERNATIONAL LIMITED,B2BC,Financial Services
3585,URETHANE HOLDINGS LIMITED,B2BC,Contractor
3586,MANGO SHIPPING LTD,B2BC,Moving/Transfer Service
3587,Credorax Inc.,B2BC,Computer Services
3588,Kingwell International Group Limited,B2B,Wholesale  Dealer
3589,EL SAHILI JEWELER'S,B2BC,Dealer
3590,BILSTON ENTERPRISES CORP.,B2BC,Contractor
3591,EMATRADE Inc,B2BC,Computer Services
3592,TELECOM SERVICES & MANAGEMENT S.A.,B2BC,Security Services
3593,INVERSIONES VINA INTERNATIONAL INC.,B2BC,Food
3594,DATOS LATINOAMERICA CORP.,B2BC,Referral Services
3595,DATOS LATINOAMERICA S. DE R.L.,B2BC,Referral Services
3596,Montlacer Investments Ltd.,B2BC,Residential/Commercial
3597,Consolidated Insurance Brokers Limited,B2BC,Financial Services
3598,Phoenix International Limited,B2B,Wholesale  Dealer
3599,ASPECTS ENTERPRISES NV,B2BC,Contractor
3600,CAR DEPOT,B2BC,Auto
3601,NEW HORIZONS ENTERPRISES N.V.,B2BC,Contractor
3602,DELCO ARUBA,B2BC,Food
3603,SOLUNA (SAADE STORE) N.V.,B2BC,Food
3604,TROPIC PATH (ARUBA) N.V.,B2BC,Dealer
3605,CATA N.V.,B2BC,Dealer
3606,A.M. (ANTI MERIDIAN) LAUNDRY,B2BC,Dealer
3607,A.M. (ANTI MERIDIAN) LAUNDRY N.V.,B2BC,Dealer
3608,SAP BAR,B2BC,Food
3609,CHERRY MOON,B2BC,Dealer
3610,READY ARUBA,B2BC,Dealer
3611,STICHTING FUNDACION CENTRO REHABILITACION ARUBA,PUB,Community Association
3612,COCUS,B2BC,Dealer
3613,COCUS 2,B2C,Health and Beauty
3614,COCUS 3,B2BC,Dealer
3615,HADAYA N.V. - COCUS 1,B2BC,Food
3616,HADAYA N.V. - COCUS 2,B2BC,Food
3617,COCUS 4,B2C,Health and Beauty
3618,HADAYA N.V. - COCUS 3,B2BC,Food
3619,HADAYA N.V. - COCUS 4,B2BC,Food
3620,HADAYA N.V. - COCUS 5,B2BC,Food
3621,HADAYA N.V. - COCUS 6,B2BC,Food
3622,CHILLAXIN RESORT WEAR & SOUVENIRS,B2BC,Dealer
3623,SOLUNA (SAADE STORE) N.V.,B2BC,Food
3624,"ZARIANT HOLDINGS, LTD.",B2BC,Residential/Commercial
3625,"INTERCONTINENTAL AUTOMOBILES, LIMITED",B2BC,Auto
3626,CYPRESSWOOD INVESTMENTS LTD.,B2BC,Residential/Commercial
3627,"OAKCREEK INVESTMENTS, LTD.",B2BC,Residential/Commercial
3628,"LABORATORIO LISAPHARMA SPA, INC.",B2C,Health and Beauty
3629,MARKETING ADVERTISING & PROMOTION INTERNATIONAL LTD.,B2B,Wholesale  Dealer
3630,GAZETTE HOLDINGS CORP.,B2BC,Residential/Commercial
3631,NIAGARA GROUP INTERNATIONAL LTD.,B2B,Wholesale  Dealer
3632,TRASUCA TRANSPORTATION & LOGISTICS LTD.,B2BC,Moving/Transfer Service
3633,EQUITRANS INTERNATIONAL LTD.,B2B,Wholesale  Dealer
3634,ICA INTERNATIONAL AUTOMOBILES LTD,B2BC,Auto
3635,"CHERY AUTOMOBILES AMERICAS TRADE CO., LIMITED",B2BC,Auto
3636,STONEWARE MARKETING LTD.,B2BC,Computer Services
3637,"ALDOUNION LAB, INC.",B2BC,Computer Services
3638,SY GLOBAL CORP.,B2B,Wholesale  Dealer
3639,BAYSIDE CORPORATION,B2BC,Residential/Commercial
3640,COMPUTER & INFORMATION TECHNOLOGY LTD,B2BC,Dealer
3641,MALTA FREEPORT TERMINALS LIMITED,B2BC,Food
3642,MFTL HOLDING LTD,B2BC,Residential/Commercial
3643,MGM PAYMENT SOLUTIONS LIMITED,B2BC,Financial Services
3644,Inversiones Raas Inc.,B2BC,Dealer
3645,LEESWOOD HOLDINGS LTD,B2BC,Residential/Commercial
3646,MAINLAND INVESTMENT INC.,B2BC,Residential/Commercial
3647,LOTSUM DEVELOPMENT LIMITED,B2BC,Contractor
3648,ZERMATT WORLDWIDE CORP.,B2B,Wholesale  Dealer
3649,CURTIS HOLDINGS COMPANY INC.,B2BC,Residential/Commercial
3650,Nilo Corporation Ltd,B2BC,Dealer
3651,VINAYAK ENTERPRISES N.V. - STYLE & COLORS,B2BC,Dealer
3652,MODATEX N.V. - MILAN FASHION,B2BC,Dealer
3653,HOLA INVESTMENTS LIMITED,B2BC,Residential/Commercial
3654,EASTON COMPANY LTD.,B2BC,Contractor
3655,EVERGLOW INC.,B2BC,Dealer
3656,PROPOSITOS COMERCIALES S.A.,B2BC,Dealer
3657,Briggs Equipment Corp,B2B,Wholesale  Dealer
3658,OURCORP SERVICES INC.,B2BC,Financial Services
3659,MONT FINANCIAL CORP.,B2BC,Financial Services
3660,BLAYDON SERVICES LTD.,B2BC,Contractor
